strain_id	gene_name
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH3	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH4	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170307PMH5	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH002	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH003	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH004	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH005	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331CCH006	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH001	Cry22Aa
20170331TCHH002	Cry22Aa
20170331TCHH002	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH4	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170331WAGH5	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH1	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH2	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH3	Cry22Aa
20170401ZNAH4	Cry22Aa
20170401ZNAH4	Cry22Aa
20170401ZNAH4	Cry22Aa
20170401ZNAH4	Cry22Aa
20170401ZNAH4	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
2GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
3GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
4GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
5GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
6GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
7GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
8GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
9GHQ	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH18	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH19	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH20	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH21	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161011NWWH22	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH12	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160926GHQH13	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH23	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH24	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH25	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH26	Cry22Aa
20160928NWWH27	Cry22Aa
20160921LDZH4	Cry22Aa
20160921LDZH4	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH5	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH6	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH7	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH8	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921LDZH9	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH10	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH11	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20160921YYFH9	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
20161014NWWH11	Cry22Aa
