strain	toxin
20150606ZHBT040	Vpb4Ca1
20150606ZHBT040	Vpb4Aa2
20150606ZHBT040	Vpb4Ca1
20150608GYST012	Vpb4Ca1
20150608GYST012	Vpb4Aa2
20150608GYST012	Vpb4Ca1
20150619GYST021	Vpb4Ca1
20150619GYST021	Vpb4Ca1
20150619GYST026	Vpb4Aa2
20150619GYST026	Vpb4Ca1
20150619GYST026	Vpb4Ca1
20150619GYST026	Cry1Ac9
20150619GYST030	Vpb4Ca1
20150619GYST030	Vpb4Ca1
20150127LHMT010	Vpb4Ca1
20150201LHMT012	Cry4Cb3
20150201LHMT012	Cry40Da1
20150201LHMT012	Cry4Ca2
20150201LHMT012	Cry4Ca2
20150201LHMT012	Cry53Ab1
20150201LHMT012	Tpp49Ab1
20150201LHMT012	Cry48Aa3
20150201LHMT012	Cry4Aa4
20150201LHMT012	Tpp49Ab1
20150201LHMT012	Tpp80Aa1
20150201LHMT012	Cry56Aa4
20150201LHMT012	Cry4Ca1
20150201LHMT012	Cry40Da1
20150201LHMT012	Cry4Ca2
20150201LHMT012	Cry4Ca1
20150201LHMT012	Cry4Ca1
20150201LHMT015	Vpb4Ca1
20150201LHMT015	Vpb4Aa2
20150201LHMT015	Vpb4Ca1
20150306LHMT028	Vpb4Ca1
20150306LHMT028	Vpb4Aa2
20150306LHMT028	Vpb4Ca1
20150306LHMT033	Vpb4Ca1
20150306LHMT033	Vpb4Ca1
20150306LHMT036	Vpb4Ca1
20150306LHMT036	Vpb4Ca1
20150316LHMT046	Vpb4Ca1
20150316LHMT046	Vpb4Ca1
20150324LHMT060	Vpb4Ca1
20150324LHMT060	Vpb4Aa2
20150324LHMT060	Vpb4Ca1
20150324LHMT070	Vpb4Ca1
20150324LHMT070	Vpb4Aa2
20150324LHMT070	Vpb4Ca1
20150324LHMT074	Vpb4Ca1
20150324LHMT074	Vpb4Aa2
20150324LHMT074	Vpb4Ca1
20150324LHMT084	Vpb4Ca1
20150324LHMT084	Vpb4Aa2
20150324LHMT084	Vpb4Ca1
20150326LHMT098	Vpb4Ca1
20150326LHMT098	Vpb4Aa2
20150326LHMT098	Vpb4Ca1
20150326LHMT101	Vpb4Ca1
20150326LHMT101	Vpb4Aa2
20150326LHMT101	Vpb4Ca1
20150326LHMT107	Vpb4Ca1
20150326LHMT107	Vpb4Aa2
20150326LHMT107	Vpb4Ca1
20150326LHMT110	Vpb4Ca1
20150326LHMT110	Vpb4Aa2
20150326LHMT110	Vpb4Ca1
20150326LHMT116	Vpb4Ca1
20150326LHMT116	Vpb4Aa2
20150326LHMT116	Vpb4Ca1
20150328LHMT123	Vpb4Ca1
20150328LHMT123	Vpb4Aa2
20150328LHMT123	Vpb4Ca1
20150410LHMT126	Vpb4Ca1
20150410LHMT126	Vpb4Aa2
20150410LHMT126	Vpb4Ca1
20150410LHMT129	Vpb4Ca1
20150410LHMT129	Vpb4Aa2
20150410LHMT129	Vpb4Ca1
20150417LHMT132	Vpb4Ca1
20150417LHMT132	Vpb4Ca1
20150417LHMT133	Cry14Ab1
20150417LHMT133	Cry21Ca2
20150417LHMT133	Mpp3Aa6
20150417LHMT133	Xpp77Aa1
20150417LHMT133	Xpp77Aa1
20150417LHMT134	Vpb4Ca1
20150417LHMT134	Vpb4Aa2
20150417LHMT134	Vpb4Ca1
20150420LHMT140	Vpb4Ca1
20150420LHMT140	Vpb4Aa2
20150420LHMT140	Vpb4Ca1
20150420LHMT144	Vpb4Ca1
20150420LHMT144	Vpb4Aa2
20150420LHMT144	Vpb4Ca1
20150429WST101	Vpb4Ca1
20150429WST101	Tpp80Aa1
20150429WST102	Vpb4Ca1
20150429WST102	Vpb4Aa2
20150429WST102	Vpb4Ca1
20150508LHMT151	Cry3Aa7
20150508LHMT151	Vpa2Ba2
20150508LHMT151	Xpp37Aa1
20150508LHMT151	Mpp23Aa1
20150508LHMT151	Vpa2Ba2
20150508LHMT151	Vpb1Da1
20150508LHMT151	Vpa2Ab1
20150508LHMT151	Vpb1Ab1
20150508LHMT151	Vpa2Bb4
20150508LHMT151	Vpb1Ad1
20150508LHMT151	Mpp5Ab1
20150508LHMT155	Vpb4Ca1
20150508LHMT155	Vpb4Aa2
20150508LHMT155	Vpb4Ca1
20150514LHMT165	Vpb4Ca1
20150514LHMT165	Vpb4Aa2
20150514LHMT165	Vpb4Ca1
20150514LHMT166	Vpb4Ca1
20150514LHMT166	Vpb4Aa2
20150514LHMT166	Vpb4Ca1
20150516WST105	Vpb4Ca1
20150516WST106	Vpb4Ca1
20150516WST106	Vpb4Aa2
20150516WST106	Vpb4Ca1
20150516WST109	Mpp46Ab1
20150516WST109	Vpb4Ca1
20150516WST110	Vpb4Ca1
20150516WST110	Vpb4Ca1
20150516WST110	Vpb4Aa2
20150518WST112	Vpb4Ca1
20150518WST112	Vpb4Aa2
20150518WST112	Vpb4Ca1
20150518WST113	Vpb4Ca1
20150518WST113	Vpb4Aa2
20150518WST113	Vpb4Ca1
20150518WST114	Vpb4Ca1
20150518WST114	Vpb4Aa2
20150518WST114	Vpb4Ca1
20150524LHMT172	Vpb4Ca1
20150524LHMT172	Vpb4Aa2
20150524LHMT172	Vpb4Ca1
20150524LHMT175	Vpb4Ca1
20150524LHMT175	Vpb4Aa2
20150524LHMT175	Vpb4Ca1
20150530LHMT181	Vpb4Ca1
20150530LHMT181	Vpb4Aa2
20150530LHMT181	Vpb4Ca1
20150601LHMT189	Vpb4Ca1
20150601LHMT189	Vpb4Aa2
20150601LHMT189	Vpb4Ca1
20150604LHMT191	Vpb4Ca1
20150604LHMT191	Vpb4Aa2
20150604LHMT191	Vpb4Ca1
20150604LHMT192	Vpa2Ba2
20150604LHMT192	Xpp37Aa1
20150604LHMT192	Mpp23Aa1
20150604LHMT192	Cry3Aa7
20150604LHMT192	Vpa2Ba2
20150604LHMT192	Vpb1Da1
20150604LHMT192	Vpa2Ab1
20150604LHMT192	Vpb1Ab1
20150604LHMT192	Vpa2Bb4
20150604LHMT192	Vpb1Ad1
20150604LHMT192	Mpp5Ab1
20150606LHMT203	Vpb4Ca1
20150606LHMT203	Vpb4Aa2
20150606LHMT203	Vpb4Ca1
20150606LHMT206	Vpb4Ca1
20150606LHMT206	Vpb4Aa2
20150606LHMT206	Vpb4Ca1
20150608LHMT218	Vpb4Ca1
20150608LHMT218	Vpb4Aa2
20150608LHMT218	Vpb4Ca1
20150608WST140	Vpb4Ca1
20150608WST140	Vpb4Aa2
20150608WST140	Vpb4Ca1
20150608WST141	Vpb4Ca1
20150611LHMT230	Xpp22Bb1
20150611XART270	Cyt2Ca1
20150611XART270	Cry8Ib3
20150611XART270	Mpp3Aa8
20150611XART270	Cry8Ib2
20150611XART270	Cry8Ib3
20150611XART270	Cry8Ia4
20150611XART270	Cry8Ha1
20150611XART270	Cry8Ib3
20150611XART270	Cry8La1
20150615LHMT235	Cyt2Ca1
20150619LHMT247	Tpp1Aa5
20150619LHMT247	Vpb4Ca1
20150619LHMT247	Vpb4Aa2
20150619GYST013	Vpb4Ca1
20150619GYST013	Vpb4Ca1
20150619GYST014	Vpb4Ca1
20150619GYST014	Vpb4Aa2
20150619GYST014	Vpb4Ca1
20150619GYST018	Cry2Aa9
20150619GYST018	Cry1Ia44
20150619GYST018	Cry1Aa6
20150619GYST018	Cry1Ac9
20150619GYST018	Cry1Aa18
20150619GYST018	Cry1Ac5
20150619GYST018	Mpp46Ab1
20150619GYST018	Vpb4Ca1
20150619GYST018	Vip3Aa7
20150619GYST018	Cry2Ab35
20150619GYST023	Vpb4Ca1
20150619GYST023	Vpb4Ca1
20140401YJPT463	Cry8Ea5
20140401YJPT463	Cry8Ja1
20140401YJPT463	Cry8Ja1
20140401YJPT463	Mpp46Ab1
20140401YJPT463	Vpb1Aa3
20140401YJPT463	Vpb1Ea2
20140401YJPT463	Mpp5Ab1
20140401YJPT463	Cry8Fa4
20140401YJPT463	Mpp3Aa6
20140401YJPT463	Cry8Ja1
20140401YJPT463	Cry8Ja1
20140401YJPT463	Cry8Fa3
20140415YJPT508	Cry1Ac4
20140415YJPT508	Cry1Ia44
20140415YJPT508	Cry1Ca9
20140415YJPT508	Cry1Ca9
20140415YJPT508	Cry2Aa9
20140415YJPT508	Vip3Aa7
20140415YJPT508	Cry2Ab35
20140415YJPT508	Xpp55Aa2
20140415YJPT508	App6Aa2
20140504YJPT543	Cry8Fa3
20140504YJPT543	Cry8Ea6
20140504YJPT543	Cry8Ja1
20140504YJPT543	Cry8Ja1
20140504YJPT543	Mpp46Ab1
20140504YJPT543	Vpb1Aa3
20140504YJPT543	Vpb1Ea2
20140504YJPT543	Mpp5Ab1
20140504YJPT543	Cry8Fa4
20140504YJPT543	Mpp3Aa6
20140504YJPT543	Cry8Ja1
20140504YJPT543	Cry8Ja1
20140504YJPT563	Mpp46Ab1
20140504YJPT563	Cry1Aa6
20140504YJPT563	Cry1Ac9
20140504YJPT563	Cry1Aa18
20140504YJPT563	Vpb4Ca1
20140504YJPT563	Vip3Aa7
20140504YJPT563	Cry2Ab35
20141219WGJT044	Cry1Aa6
20141219WGJT044	Cry1Ac9
20141219WGJT044	Cry1Aa18
20141219WGJT044	Cry1Ac5
20141219WGJT044	Mpp46Ab1
20141219WGJT044	Vpb4Ca1
20141219WGJT044	Cry1Ia44
20141219WGJT044	Cry2Aa9
20141219WGJT044	Vip3Aa7
20141219WGJT044	Cry2Ab35
20141219WGJT048	Cry1Ia44
20141219WGJT048	Cry2Aa9
20141219WGJT048	Cry1Aa6
20141219WGJT048	Cry1Ac9
20141219WGJT048	Cry1Aa18
20141219WGJT048	Cry1Ac5
20141219WGJT048	Mpp46Ab1
20141219WGJT048	Vpb4Ca1
20141219WGJT048	Vip3Aa7
20141219WGJT048	Cry2Ab35
20141219WGJT052	Mpp46Ab1
20141219WGJT052	Vpb4Ca1
20141219WGJT052	Vpb4Ca1
20141219WGJT052	Vip3Aa7
20141219WGJT052	Cry2Ab35
20141219WGJT052	Cry1Ia44
20141219WGJT052	Cry2Aa9
20141219WGJT052	Vpb4Aa2
20141219WGJT052	Cry1Aa6
20141219WGJT052	Cry1Ac9
20141219WGJT052	Cry1Aa18
20141219WGJT052	Cry1Ac5
20141219WGJT052	Vpb4Ca1
20141219WGJT059	Vpb4Ca1
20141219WGJT059	Vpb4Aa2
20141219WGJT059	Vpb4Ca1
20141225WGJT061	Vpb4Ca1
20141225WGJT061	Vpb4Aa2
20141225WGJT061	Vpb4Ca1
RSPT016	Cry1Ia44
RSPT016	Cry9Ea9
RSPT016	Cry1Ac9
RSPT016	Cry1Aa18
RSPT016	Cry1Ac5
RSPT016	Cry1Aa6
RSPT016	Tpp78Ba1
RSPT016	Vip3Aa7
RSPT016	Cry2Ab35
RSPT020	Cry8Ea6
RSPT020	Cry8Ja1
RSPT020	Cry8Ja1
RSPT020	Mpp46Ab1
RSPT020	Mpp5Ab1
RSPT020	Vpb1Aa3
RSPT020	Vpb1Ea2
RSPT020	Cry8Ja1
RSPT020	Mpp3Aa6
RSPT020	Cry8Fa3
RSPT020	Cry8Ja1
RSPT020	Cry8Fa4
CSFT006	Cry1Ea7
WWHT003	Cry1Ea7
RSPT001	Cry1Ea7
WWHT008	Cry1Ea7
WWHT013	Cry1Ea7
WWHT020	Cry8Ea5
WWHT020	Mpp46Ab1
WWHT020	Cry8Ja1
WWHT020	Cry8Ja1
WWHT020	Vpb1Aa3
WWHT020	Vpb1Ea2
WWHT020	Mpp5Ab1
WWHT020	Cry8Ja1
WWHT020	Mpp3Aa6
WWHT020	Cry8Ja1
WWHT020	Cry8Fa3
WWHT020	Cry8Fa4
WWHT023	Cry8Ja1
WWHT023	Cry8Ja1
WWHT023	Mpp46Ab1
WWHT023	Vpb1Aa3
WWHT023	Vpb1Ea2
WWHT023	Mpp5Ab1
WWHT023	Cry8Ja1
WWHT023	Mpp3Aa6
WWHT023	Cry8Fa3
WWHT023	Cry8Ja1
WWHT023	Cry8Fa4
WWHT023	Cry8Ea2
WWHT025	Cry8Ea6
WWHT025	Mpp46Ab1
WWHT025	Cry8Ja1
WWHT025	Cry8Ja1
WWHT025	Vpb1Aa3
WWHT025	Vpb1Ea2
WWHT025	Mpp5Ab1
WWHT025	Cry8Ja1
WWHT025	Mpp3Aa6
WWHT025	Cry8Fa3
WWHT025	Cry8Ja1
WWHT025	Cry8Fa4
ZCT001	Vip3Aa7
ZCT001	Cry1Aa3
ZCT001	Cry2Ab35
ZCT001	Cry1Ia44
ZCT001	Cry2Aa9
20140228RSPT002	Cry1Ea7
RSPT004	Cry1Ea7
WWHT028	Cry1Ia44
WWHT028	Cry9Ea9
WWHT028	Cry1Ac9
WWHT028	Cry1Aa18
WWHT028	Cry1Ac5
WWHT028	Cry1Aa6
WWHT028	Tpp78Ba1
WWHT028	Vip3Aa7
WWHT028	Cry2Ab35
HHT001	Tpp80Ab1
HHT001	Tpp80Ab1
HHT001	Vpb1Ab1
HHT004	Cyt2Ca1
WWHT031	Cry1Ea7
WWHT033	Cry1Ea7
WWHT034	Cry2Aa9
WWHT034	Vip3Aa7
WWHT034	Cry1Aa3
WWHT034	Cry2Ab35
WWHT034	Cry1Ia44
20140303ZCT002	Cry1Ea7
ZCT008	Cry1Ea7
20140303ZCT009	Cry1Ea7
20140303ZCT012	Cry1Ea7
20140303ZCT013	Cry1Ea7
RSPT009	Cry1Ea7
RSPT013	Cry1Ea7
WWHT040	Cry1Ea7
WWHT042	Vip3Aa7
WWHT042	Cry1Aa3
WWHT042	Cry2Ab35
WWHT042	Cry1Ia44
WWHT042	Cry2Aa9
WWHT043	Cry2Aa9
WWHT043	Vip3Aa7
WWHT043	Cry1Aa3
WWHT043	Cry2Ab35
WWHT043	Cry1Ia44
WWHT046	Vip3Aa7
WWHT046	Cry1Aa3
WWHT046	Cry2Ab35
WWHT046	Cry1Ia44
WWHT046	Cry2Aa9
20140307RJT004	Cry8Ea5
20140307RJT004	Cry8Ja1
20140307RJT004	Cry8Ja1
20140307RJT004	Mpp46Ab1
20140307RJT004	Vpb1Aa3
20140307RJT004	Vpb1Ea2
20140307RJT004	Mpp5Ab1
20140307RJT004	Cry8Ja1
20140307RJT004	Mpp3Aa6
20140307RJT004	Cry8Fa3
20140307RJT004	Cry8Ja1
20140307RJT004	Cry8Fa4
ZCT018	Cry8Ea6
ZCT018	Cry8Ja1
ZCT018	Cry8Ja1
ZCT018	Mpp46Ab1
ZCT018	Vpb1Aa3
ZCT018	Vpb1Ea2
ZCT018	Mpp5Ab1
ZCT018	Cry8Ja1
ZCT018	Mpp3Aa6
ZCT018	Cry8Fa3
ZCT018	Cry8Ja1
ZCT018	Cry8Fa4
20140307ZCT019	Cry1Ea7
20140307ZCT025	Cry8Ea5
20140307ZCT025	Cry8Ja1
20140307ZCT025	Cry8Ja1
20140307ZCT025	Mpp46Ab1
20140307ZCT025	Vpb1Aa3
20140307ZCT025	Vpb1Ea2
20140307ZCT025	Mpp5Ab1
20140307ZCT025	Cry8Ja1
20140307ZCT025	Mpp3Aa6
20140307ZCT025	Cry8Fa3
20140307ZCT025	Cry8Ja1
20140307ZCT025	Cry8Fa4
20140307ZCT031	Cry1Ea7
ZCT032	Cry8Ea5
ZCT032	Cry8Ja1
ZCT032	Cry8Ja1
ZCT032	Mpp46Ab1
ZCT032	Vpb1Aa3
ZCT032	Vpb1Ea2
ZCT032	Mpp5Ab1
ZCT032	Cry8Ja1
ZCT032	Mpp3Aa6
ZCT032	Cry8Fa3
ZCT032	Cry8Ja1
ZCT032	Cry8Fa4
20140307ZCT034	Cry8Ea6
20140307ZCT034	Mpp46Ab1
20140307ZCT034	Cry8Ja1
20140307ZCT034	Cry8Ja1
20140307ZCT034	Mpp5Ab1
20140307ZCT034	Vpb1Aa3
20140307ZCT034	Vpb1Ea2
20140307ZCT034	Cry8Ja1
20140307ZCT034	Mpp3Aa6
20140307ZCT034	Cry8Fa4
20140307ZCT034	Cry8Fa1
20140307ZCT034	Cry8Ja1
20140307ZCT035	Cry1Ea7
CSFT012	Cry1Ea7
CSFT019	Cry1Ea7
CSFT043	Cry8Ea6
CSFT043	Mpp46Ab1
CSFT043	Cry8Ja1
CSFT043	Cry8Ja1
CSFT043	Vpb1Aa3
CSFT043	Vpb1Ea2
CSFT043	Mpp5Ab1
CSFT043	Cry8Ja1
CSFT043	Mpp3Aa6
CSFT043	Cry8Ja1
CSFT043	Cry8Fa3
CSFT043	Cry8Fa4
20140308ZCT040	Cry1Ea7
ZSST04	Cry1Ea7
HHT009	Cry8Ea5
HHT009	Mpp46Ab1
HHT009	Cry8Ja1
HHT009	Cry8Ja1
HHT009	Vpb1Aa3
HHT009	Vpb1Ea2
HHT009	Mpp5Ab1
HHT009	Cry8Ja1
HHT009	Mpp3Aa6
HHT009	Cry8Fa3
HHT009	Cry8Fa4
HHT009	Cry8Ja1
HHT010	Cry8Ea3
HHT010	Cry8Ja1
HHT010	Cry8Ja1
HHT010	Mpp46Ab1
HHT010	Vpb1Aa3
HHT010	Vpb1Ea2
HHT010	Mpp5Ab1
HHT010	Cry8Ja1
HHT010	Mpp3Aa6
HHT010	Cry8Fa3
HHT010	Cry8Ja1
HHT010	Cry8Fa4
HHT029	Cry1Ea7
HHT035	Cry1Ea7
20140310ZCT043	Cry8Ea5
20140310ZCT043	Cry8Ja1
20140310ZCT043	Cry8Ja1
20140310ZCT043	Mpp46Ab1
20140310ZCT043	Vpb1Aa3
20140310ZCT043	Vpb1Ea2
20140310ZCT043	Mpp5Ab1
20140310ZCT043	Cry8Ja1
20140310ZCT043	Mpp3Aa6
20140310ZCT043	Cry8Fa3
20140310ZCT043	Cry8Ja1
20140310ZCT043	Cry8Fa4
20140310ZCT044	Cry1Ea7
20140310ZCT045	Cry1Ea7
20140310ZCT049	Cry1Ea7
20140310ZCT054	Cry1Ea7
20140310ZCT059	Cry1Ea7
ZSST23	Cry1Ea7
ZSST38	Cry1Ea7
20140311LJLT040	Cry1Ea7
RJT007	Cry1Ea7
RJT017	Cry1Ia44
RJT017	Cry9Ea9
RJT017	Cry1Ac9
RJT017	Cry1Aa18
RJT017	Cry1Ac5
RJT017	Cry1Aa6
RJT017	Tpp78Ba1
RJT017	Vip3Aa7
RJT017	Cry2Ab35
RJT020	Tpp78Ba1
RJT020	Vip3Aa7
RJT020	Cry2Ab35
RJT020	Cry1Ia44
RJT020	Cry9Ea9
RJT020	Cry1Ac9
RJT020	Cry1Aa18
RJT020	Cry1Ac5
RJT020	Cry1Aa6
RJT029	Cry1Ia44
RJT029	Cry9Ea9
RJT029	Cry1Ac9
RJT029	Cry1Aa18
RJT029	Cry1Ac5
RJT029	Cry1Aa6
RJT029	Tpp78Ba1
RJT029	Vip3Aa7
RJT029	Cry2Ab35
RJT033	Cry2Aa9
RJT033	Vip3Aa7
RJT033	Cry1Aa3
RJT033	Cry2Ab35
RJT033	Cry1Ia44
RJT035	Vpb4Ca1
RJT035	Vpb4Da2
RJT035	Vpb4Ca1
RJT035	Vpb4Ca1
RJT035	Vpb1Ba2
RJT038	Cry8Ea6
RJT038	Cry8Ja1
RJT038	Cry8Ja1
RJT038	Mpp46Ab1
RJT038	Mpp5Ab1
RJT038	Vpb1Aa3
RJT038	Vpb1Ea2
RJT038	Cry8Ja1
RJT038	Mpp3Aa6
RJT038	Cry8Ja1
RJT038	Cry8Fa3
RJT038	Cry8Fa4
RJT043	Cry1Ea7
RJT046	Cry8Ea5
RJT046	Cry8Ja1
RJT046	Cry8Ja1
RJT046	Mpp46Ab1
RJT046	Mpp5Ab1
RJT046	Vpb1Aa3
RJT046	Vpb1Ea2
RJT046	Cry8Ja1
RJT046	Mpp3Aa6
RJT046	Cry8Fa3
RJT046	Cry8Ja1
RJT046	Cry8Fa4
RJT048	Vpb4Ca1
RJT048	Tpp78Ba1
RJT048	Cry32Eb1
RJT048	Mpp82Aa1
RJT048	Tpp1Aa5
RJT048	App4Aa1
RJT048	Cry32Ha2
RJT048	Cry32Ea2
RJT048	Cry32Ha2
RJT048	Cry32Ha2
RJT048	Tpp78Aa1
RJT048	Vpb4Ca1
RJT048	Mpp46Ab1
RJT049	Vpb4Ca1
RJT049	Vpb4Ca1
RSPT023	Cry8Ea3
RSPT023	Mpp46Ab1
RSPT023	Cry8Ja1
RSPT023	Cry8Ja1
RSPT023	Mpp5Ab1
RSPT023	Vpb1Aa3
RSPT023	Vpb1Ea2
RSPT023	Cry8Ja1
RSPT023	Mpp3Aa6
RSPT023	Cry8Fa3
RSPT023	Cry8Fa4
RSPT023	Cry8Ja1
RSPT026	Vpb4Ca1
RSPT026	Tpp1Aa5
RSPT026	Vpb4Aa2
RSPT027	Cry1Ea7
RSPT028	Cry8Ea5
RSPT028	Mpp46Ab1
RSPT028	Cry8Ja1
RSPT028	Cry8Ja1
RSPT028	Vpb1Aa3
RSPT028	Vpb1Ea2
RSPT028	Mpp5Ab1
RSPT028	Cry8Ja1
RSPT028	Mpp3Aa6
RSPT028	Cry8Ja1
RSPT028	Cry8Fa3
RSPT028	Cry8Fa4
RSPT029	Cry1Ea7
RSPT031	Cry1Ea7
RSPT032	Cry1Ea7
20140317LTT044	Cry8Ea3
20140317LTT044	Cry8Ja1
20140317LTT044	Cry8Ja1
20140317LTT044	Mpp46Ab1
20140317LTT044	Vpb1Aa3
20140317LTT044	Vpb1Ea2
20140317LTT044	Mpp5Ab1
20140317LTT044	Cry8Ja1
20140317LTT044	Mpp3Aa6
20140317LTT044	Cry8Fa3
20140317LTT044	Cry8Ja1
20140317LTT044	Cry8Fa4
RSPT035	Cry8Ea6
RSPT035	Mpp46Ab1
RSPT035	Cry8Ja1
RSPT035	Cry8Ja1
RSPT035	Vpb1Aa3
RSPT035	Vpb1Ea2
RSPT035	Mpp5Ab1
RSPT035	Cry8Ja1
RSPT035	Mpp3Aa6
RSPT035	Cry8Fa3
RSPT035	Cry8Fa4
RSPT035	Cry8Ja1
RJT051	Cry8Ja1
RJT051	Cry8Ja1
RJT051	Mpp46Ab1
RJT051	Vpb1Aa3
RJT051	Vpb1Ea2
RJT051	Mpp5Ab1
RJT051	Cry8Ja1
RJT051	Mpp3Aa6
RJT051	Cry8Fa3
RJT051	Cry8Ja1
RJT051	Cry8Fa4
RJT051	Cry8Ea5
RJT054	Cry8Ea6
RJT054	Cry8Ja1
RJT054	Cry8Ja1
RJT054	Mpp46Ab1
RJT054	Vpb1Aa3
RJT054	Vpb1Ea2
RJT054	Mpp5Ab1
RJT054	Cry8Ja1
RJT054	Mpp3Aa6
RJT054	Cry8Ja1
RJT054	Cry8Fa3
RJT054	Cry8Fa4
RJT055	Cry69Ab1
RJT055	Cry69Aa1
RJT055	Cry4Ca1
RJT055	Mpp46Ab1
RJT055	Cry54Ab1
RJT055	Tpp36Aa1
RJT055	Cry70Aa1
RJT055	Cry4Cb2
RJT055	Cry59Aa1
RJT055	Cry69Ab1
RJT068	Tpp80Ab1
RJT068	Vpa2Bb4
RJT069	Cry8Ea5
RJT069	Mpp46Ab1
RJT069	Cry8Ja1
RJT069	Cry8Ja1
RJT069	Vpb1Aa3
RJT069	Vpb1Ea2
RJT069	Mpp5Ab1
RJT069	Cry8Ja1
RJT069	Mpp3Aa6
RJT069	Cry8Ja1
RJT069	Cry8Fa3
RJT069	Cry8Fa4
RJT074	Cry1Ea7
RJT077	Cry1Ea7
20140320RJT081	Cry8Ea5
20140320RJT081	Cry8Ja1
20140320RJT081	Cry8Ja1
20140320RJT081	Mpp46Ab1
20140320RJT081	Vpb1Aa3
20140320RJT081	Vpb1Ea2
20140320RJT081	Mpp5Ab1
20140320RJT081	Cry8Ja1
20140320RJT081	Mpp3Aa6
20140320RJT081	Cry8Fa3
20140320RJT081	Cry8Ja1
20140320RJT081	Cry8Fa4
RJT085	Cry8Ea5
RJT085	Cry8Ja1
RJT085	Cry8Ja1
RJT085	Mpp46Ab1
RJT085	Vpb1Aa3
RJT085	Vpb1Ea2
RJT085	Mpp5Ab1
RJT085	Cry8Ja1
RJT085	Mpp3Aa6
RJT085	Cry8Ja1
RJT085	Cry8Fa3
RJT085	Cry8Fa4
CSFT064	Cry1Ea7
CSFT067	Cry8Ea5
CSFT067	Cry8Ja1
CSFT067	Cry8Ja1
CSFT067	Mpp46Ab1
CSFT067	Vpb1Aa3
CSFT067	Vpb1Ea2
CSFT067	Mpp5Ab1
CSFT067	Cry8Ja1
CSFT067	Mpp3Aa6
CSFT067	Cry8Fa3
CSFT067	Cry8Ja1
CSFT067	Cry8Fa4
RJT090	Cry63Aa1
RJT090	Cry31Ab1
RJT093	Cry21Ba1
RJT093	Cry21Ba1
RJT093	Cry21Ca2
RJT093	Cry21Ca1
RJT093	Cry21Ca2
RJT093	Cry21Ca2
RJT093	Cry21Ea1
RJT094	Cry2Aa9
RJT094	Cry1Ia44
RJT094	Cry1Aa6
RJT094	Cry1Ac9
RJT094	Cry1Aa18
RJT094	Cry1Ac5
RJT094	Mpp46Ab1
RJT094	Vpb4Ca1
RJT094	Vip3Aa7
RJT094	Cry2Ab35
RJT097	Cry1Ea7
RJT102	Cry8Ea2
RJT102	Mpp46Ab1
RJT102	Cry8Ja1
RJT102	Cry8Ja1
RJT102	Vpb1Aa3
RJT102	Vpb1Ea2
RJT102	Mpp5Ab1
RJT102	Cry8Ja1
RJT102	Mpp3Aa6
RJT102	Cry8Fa3
RJT102	Cry8Ja1
RJT102	Cry8Fa4
RJT104	Cry1Ea7
20140322RJT105	Cry1Ea7
CJT024	Cry2Aa9
CJT024	Vip3Aa7
CJT024	Cry1Aa3
CJT024	Cry2Ab35
CJT024	Cry1Ia44
20140323CJT026	Cry8Ea5
20140323CJT026	Cry8Ja1
20140323CJT026	Cry8Ja1
20140323CJT026	Mpp46Ab1
20140323CJT026	Vpb1Aa3
20140323CJT026	Vpb1Ea2
20140323CJT026	Mpp5Ab1
20140323CJT026	Cry8Ja1
20140323CJT026	Mpp3Aa6
20140323CJT026	Cry8Fa3
20140323CJT026	Cry8Ja1
20140323CJT026	Cry8Fa4
CJT030	Cry1Ea7
CJT039	Cry1Ea7
20140323LJLT053	Vpb4Ca1
20140323LJLT053	Tpp80Ab1
20140323LJLT068	Cry1Ea7
20140325RSPT045	Cry1Ea7
20140325RSPT058	Cry1Ea7
RSRT041	Cry1Ea7
RSRT042	Cry2Aa9
RSRT042	Cry1Ia44
RSRT042	Cry1Aa6
RSRT042	Cry1Ac9
RSRT042	Cry1Aa18
RSRT042	Cry1Ac5
RSRT042	Mpp46Ab1
RSRT042	Vpb4Ca1
RSRT042	Vip3Aa7
RSRT042	Cry2Ab35
RSRT047	Cry8Ea6
RSRT047	Mpp46Ab1
RSRT047	Cry8Ja1
RSRT047	Cry8Ja1
RSRT047	Vpb1Aa3
RSRT047	Vpb1Ea2
RSRT047	Mpp5Ab1
RSRT047	Cry8Ja1
RSRT047	Mpp3Aa6
RSRT047	Cry8Fa3
RSRT047	Cry8Fa4
RSRT047	Cry8Ja1
RSRT052	Cry8Ea6
RSRT052	Cry8Ja1
RSRT052	Cry8Ja1
RSRT052	Mpp46Ab1
RSRT052	Vpb1Aa3
RSRT052	Vpb1Ea2
RSRT052	Mpp5Ab1
RSRT052	Cry8Ja1
RSRT052	Mpp3Aa6
RSRT052	Cry8Ja1
RSRT052	Cry8Fa3
RSRT052	Cry8Fa4
RSRT056	Cry1Ea7
RJT114	Vpb4Ca1
RJT117	Vpb1Ba2
RJT117	Cyt2Ca1
RJT117	Mpp46Ab1
RJT117	Vpb4Ca1
RJT121	Cry8Ea5
RJT121	Cry8Ja1
RJT121	Cry8Ja1
RJT121	Mpp46Ab1
RJT121	Vpb1Aa3
RJT121	Vpb1Ea2
RJT121	Mpp5Ab1
RJT121	Cry8Ja1
RJT121	Mpp3Aa6
RJT121	Cry8Ja1
