strain	toxin
20131018KWLT003	Cry32Aa2
20131018KWLT003	Cry32Eb1
20131018KWLT003	Cry32Eb1
20131018KWLT003	Cry32Fa1
20131018KWLT003	Cry32Aa2
20131018ZNT039	Vpb4Ca1
20131018ZNT039	Mpp75Aa1
20131018ZNT039	Mpp46Ab1
20131018ZNT039	Vpb4Aa2
20131018ZNT039	App4Aa1
20131018ZNT039	Vip3Ad1
20131018ZNT039	Cyt1Da2
20131018ZNT039	Tpp80Aa1
20131018ZNT039	Tpp80Aa1
20131018ZNT039	Vpb4Ca1
20131018ZNT039	Cry32Ra1
20131018ZNT039	Cry32Sa1
20131018ZNT049	Cry2Aa9
20131018ZNT049	Vip3Aa7
20131018ZNT049	Cry1Aa3
20131018ZNT049	Cry2Ab35
20131018ZNT049	Cry1Ia44
20131018ZNT053	Cry2Aa9
20131018ZNT053	Vip3Aa7
20131018ZNT053	Cry1Aa3
20131018ZNT053	Cry2Ab35
20131018ZNT053	Cry1Ia44
20131018ZNT055	Cry2Aa9
20131018ZNT055	Vip3Aa7
20131018ZNT055	Cry1Aa3
20131018ZNT055	Cry2Ab35
20131018ZNT055	Cry1Ia44
20131020AHT030	Cry1Ea7
20131021ZYLT083	Vip3Aa7
20131021ZYLT083	Cry1Aa3
20131021ZYLT083	Cry2Ab35
20131021ZYLT083	Cry1Ia44
20131021ZYLT083	Cry2Aa9
20131021ZYLT084	Vpb4Ca1
20131021ZYLT084	Tpp80Ab1
20131025PCYT016	Cry1Ea7
20131025PCYT033	Vpb4Ca1
20131025PCYT033	Vpb4Ca1
20131025PCYT033	Mpp2Aa1
20131025PCYT033	Mpp2Aa1
20131025PCYT033	Vip3Cb1
20131025PCYT033	Mpp2Aa1
20131025PCYT033	Cry7Gd1
20131025PCYT033	Tpp80Ab1
20131025PCYT033	Cry8Ga3
20131025PCYT033	Vpb4Ba1
20131025PCYT033	Vip2Ah1
20131025PCYT034	Cry2Aa9
20131025PCYT034	Vip3Aa7
20131025PCYT034	Cry1Aa3
20131025PCYT034	Cry2Ab35
20131025PCYT034	Cry1Ia44
20131025PCYT040	App1Aa1
20131025PCYT040	Cry2Aa9
20131025PCYT040	Cry2Ab35
20131025PCYT040	Cry1Ia44
20131025PCYT040	Vip3Aa7
20131025PCYT040	Cry1Aa3
20131027CSFT001	Cry70Bb1
20131027CSFT001	Cyt2Ca1
20131027CSFT001	Mpp46Ab1
CSFT002	Cry1Ea7
20131030CXPT017	Cry2Aa9
20131030CXPT017	Vip3Aa7
20131030CXPT017	Cry1Aa3
20131030CXPT017	Cry2Ab35
20131030CXPT017	Cry1Ia44
20131031KWLT005	Cry1Ea7
20131101AHT045	Cry1Ea7
20131102PCYT042	Cry1Ia44
20131102PCYT042	Cry9Ea9
20131102PCYT042	Cry1Ac9
20131102PCYT042	Cry1Aa18
20131102PCYT042	Cry1Aa17
20131102PCYT042	Cry1Ab11
20131102PCYT042	Cry1Da2
20131102PCYT042	Cry1Ca9
20131102PCYT042	Vip3Bc1
20131102PCYT042	Tpp78Ba1
20131102PCYT042	Vip3Aa7
20131102PCYT042	Cry2Ab35
20131105CXPT022	Cry1Ea7
20131105CXPT023	Vip3Aa7
20131105CXPT023	Cry1Aa3
20131105CXPT023	Cry2Ab35
20131105CXPT023	Cry1Ia44
20131105CXPT023	Cry2Aa9
20131107AHT050	Cry1Ea7
20131107AHT054	Cry2Aa9
20131107AHT054	Vip3Aa7
20131107AHT054	Cry1Aa3
20131107AHT054	Cry2Ab35
20131107AHT054	Cry1Ia44
20131107LJT031	Cry2Aa9
20131107LJT031	Vip3Aa7
20131107LJT031	Cry1Aa3
20131107LJT031	Cry2Ab35
20131107LJT031	Cry1Ia44
20131107PCYT050	App1Aa1
20131107PCYT050	Cry2Aa9
20131107PCYT050	Vip3Aa7
20131107PCYT050	Cry1Aa3
20131107PCYT050	Cry2Ab35
20131107PCYT050	Cry1Ia44
20131108CXPT027	Cry1Ea7
20131110LJT034	Cry2Aa9
20131110LJT034	Vip3Aa7
20131110LJT034	Cry1Aa3
20131110LJT034	Cry2Ab35
20131110LJT034	Cry1Ia44
20131110LJT036	Vpb4Ca1
20131110LJT036	Cry70Aa1
20131110LJT036	Vpa2Ba2
20131110LJT036	Cry70Bb1
20131110ZYLT088	Cry1Ea7
20131110ZYLT090	Cry1Ea7
20131110ZYLT094	Cry1Ea7
20131111PCYT051	Cry1Ea7
20131111PCYT051	App1Aa1
20131113ZYLT097	Vip3Aa7
20131113ZYLT097	Cry1Aa3
20131113ZYLT097	Cry2Ab35
20131113ZYLT097	Cry1Ia44
20131113ZYLT097	Cry2Aa9
20131113ZYLT098	Cry2Aa9
20131113ZYLT098	Vip3Aa7
20131113ZYLT098	Cry1Aa3
20131113ZYLT098	Cry2Ab35
20131113ZYLT098	Cry1Ia44
20131113ZYLT099	Cry1Ia44
20131113ZYLT099	Cry1Ac9
20131113ZYLT099	Cry1Aa6
20131113ZYLT099	Cry1Aa18
20131113ZYLT099	Tpp78Ba1
20131113ZYLT099	Cry9Ea9
20131113ZYLT099	Cry1Da2
20131113ZYLT099	Cry1Ca9
20131113ZYLT099	Vip3Bc1
20131113ZYLT099	Cry1Da2
20131113ZYLT099	Vip3Aa7
20131113ZYLT099	Cry2Ab35
20131116KWLT009	Cry1Ia44
20131116KWLT009	Cry2Aa9
20131116KWLT009	Cry1Aa6
20131116KWLT009	Cry1Ac9
20131116KWLT009	Cry1Aa18
20131116KWLT009	Cry1Ac5
20131116KWLT009	Mpp46Ab1
20131116KWLT009	Vpb4Ca1
20131116KWLT009	Vip3Aa7
20131116KWLT009	Cry2Ab35
20131118LJT047	Vip3Aa7
20131118LJT047	Cry1Aa3
20131118LJT047	Cry2Ab35
20131118LJT047	Cry1Ia44
20131118LJT047	Cry2Aa9
20131118LJT049	Cry2Aa9
20131118LJT049	Vip3Aa7
20131118LJT049	Cry1Aa3
20131118LJT049	Cry2Ab35
20131118LJT049	Cry1Ia44
20131118LJT051	Cry1Ea7
20131118PCYT056	Cry70Bb1
20131118PCYT056	Vpb4Ca1
20131118PCYT056	Mpp15Aa1
20131118PCYT056	Cry70Ba1
20131118PCYT056	Tpp80Aa1
20131118PCYT057	Cry1Ea7
20131119AHT064	Cry1Ea7
20131119AHT067	Cry2Aa9
20131119AHT067	Vip3Aa7
20131119AHT067	Cry1Aa3
20131119AHT067	Cry2Ab35
20131119AHT067	Cry1Ia44
20131119AHT072	Cry1Ea7
20131119AHT073	Cry1Ea7
20131122LJT055	Vpb4Ca1
20131122LJT055	Tpp1Aa5
20131122LJT055	Vpb4Aa2
20131122LJT056	App4Aa1
20131122LJT058	Cry1Ea7
20131125ZYLT105	Vip3Aa7
20131125ZYLT105	Cry1Aa3
20131125ZYLT105	Cry2Ab35
20131125ZYLT105	Cry1Ia44
20131125ZYLT105	Cry2Aa9
20131125ZYLT106	Vip3Aa7
20131125ZYLT106	Cry1Aa3
20131125ZYLT106	Cry2Ab35
20131125ZYLT106	Cry1Ia44
20131125ZYLT106	Cry2Aa9
20131129AHT084	Cry1Ea7
20131129AHT088	Cry2Aa9
20131129AHT088	Vip3Aa7
20131129AHT088	Cry1Aa3
20131129AHT088	Cry2Ab35
20131129AHT088	Cry1Ia44
20131129AHT090	Cry1Ea7
CSFT006	Cry1Ea7
CSFT007	Vpb4Ca1
CSFT007	Tpp1Aa5
CSFT007	Vpb4Aa2
20131204YWYT021	Mpp2Aa4
20131204YWYT021	Cry9Fa1
20131204YWYT021	Cry7Ba1
20131204YWYT021	Cry7Da3
20131204YWYT021	Vpb4Ca1
20131204YWYT021	Cry7Gc1
20131204YWYT028	Cry71Aa1
20131204YWYT028	Cry4Ca1
20131204YWYT028	Cry40Da1
20131204YWYT028	Cry4Ca1
20131204YWYT028	Cry70Ba1
20131204YWYT028	Cry70Aa1
20131204YWYT028	Vpb4Ca1
20131204YWYT028	Mpp15Aa1
20131204YWYT028	Cry68Aa1
20131204YWYT028	Cry56Aa4
20131204YWYT028	Cry4Ca1
20131204YWYT028	Cry9Ga1
20131204YWYT028	Cry68Aa1
20131204YWYT028	Cry69Aa2
20131208AHT092	Cry1Ea7
20131208AHT096	Cry1Ea7
20131208LTT031	Cry1Da2
20131208LTT031	Cry1Ca9
20131208LTT031	Vip3Aa7
20131208LTT031	Cry2Ab35
20131208LTT031	Cry1Ia44
20131208LTT031	Cry9Ea9
20131208LTT031	Cry1Ac4
20131208LTT031	Cry1Aa18
20131208LTT031	Cry1Gc1
20131208LTT031	Cry1Aa6
20131208LTT031	Vip3Bc1
20131208LTT031	Tpp78Ba1
WWHT003	Cry1Ea7
RSPT001	Cry1Ea7
WWHT008	Cry1Ea7
WWHT013	Cry1Ea7
WWHT020	Cry8Ea5
WWHT020	Mpp46Ab1
WWHT020	Cry8Ja1
WWHT020	Cry8Ja1
WWHT020	Vpb1Aa3
WWHT020	Vpb1Ea2
WWHT020	Mpp5Ab1
WWHT020	Cry8Ja1
WWHT020	Mpp3Aa6
WWHT020	Cry8Ja1
WWHT020	Cry8Fa3
WWHT020	Cry8Fa4
WWHT023	Cry8Ja1
WWHT023	Cry8Ja1
WWHT023	Mpp46Ab1
WWHT023	Vpb1Aa3
WWHT023	Vpb1Ea2
WWHT023	Mpp5Ab1
WWHT023	Cry8Ja1
WWHT023	Mpp3Aa6
WWHT023	Cry8Fa3
WWHT023	Cry8Ja1
WWHT023	Cry8Fa4
WWHT023	Cry8Ea2
WWHT025	Cry8Ea6
WWHT025	Mpp46Ab1
WWHT025	Cry8Ja1
WWHT025	Cry8Ja1
WWHT025	Vpb1Aa3
WWHT025	Vpb1Ea2
WWHT025	Mpp5Ab1
WWHT025	Cry8Ja1
WWHT025	Mpp3Aa6
WWHT025	Cry8Fa3
WWHT025	Cry8Ja1
WWHT025	Cry8Fa4
LLLDT011	Cry2Aa9
LLLDT011	Vip3Aa7
LLLDT011	Cry1Aa3
LLLDT011	Cry2Ab35
LLLDT011	Cry1Ia44
LLLDT012	Vip3Aa7
LLLDT012	Cry1Aa3
LLLDT012	Cry2Ab35
LLLDT012	Cry1Ia44
LLLDT012	Cry2Aa9
LLLDT017	Cry2Aa9
LLLDT017	Vip3Aa7
LLLDT017	Cry1Aa3
LLLDT017	Cry2Ab35
LLLDT017	Cry1Ia44
LLLDT021	Cry2Aa9
LLLDT021	Vip3Aa7
LLLDT021	Cry1Aa3
LLLDT021	Cry2Ab35
LLLDT021	Cry1Ia44
LLLDT356	Cry1Ea7
LLLDT359	Cry1Ea7
LLLDT360	Cry70Bb1
LLLDT360	Vpb4Ca1
LLLDT360	Mpp15Aa1
LLLDT360	Cry70Ba1
LLLDT360	Tpp80Aa1
LLLDT362	Cry2Aa9
LLLDT362	Vip3Aa7
LLLDT362	Cry1Aa3
LLLDT362	Cry2Ab35
LLLDT362	Cry1Ia44
LLLDT366	Vip3Aa7
LLLDT366	Cry1Aa3
LLLDT366	Cry2Ab35
LLLDT366	Cry1Ia44
LLLDT366	Cry2Aa9
LLLDT367	App4Aa1
LLLDT367	Mpp46Ab1
LLLDT367	Mpp75Aa1
LLLDT367	Vpb4Ca1
LLLDT367	Vip3Ad1
LLLDT367	Tpp80Aa1
LLLDT367	Tpp80Aa1
LLLDT367	Vpb4Ca1
LLLDT367	Vpb4Aa2
LLLDT367	Cry32Da1
LLLDT367	Cry32Sa1
LLLDT367	Cry32Ra1
LLLDT368	Cry1Ea7
LLLDT373	Cry1Ea7
LLLDT375	Cry1Ea7
LLLDT377	Mpp46Ab1
LLLDT377	Vpb4Ca1
LLLDT377	Vpb4Ca1
LLLDT377	Vip2Ah1
LLLDT377	Tpp78Ba1
LLLDT377	Mpp75Aa2
LLLDT377	Vpb4Ca1
LLLDT377	Vpb4Ca1
LLLDT377	Mpp82Aa1
LLLDT378	Cry1Ea7
LLLDT383	Cry1Ea7
LLLST008	Vip3Aa7
LLLST008	Cry1Aa3
LLLST008	Cry2Ab35
LLLST008	Cry1Ia44
LLLST008	Cry2Aa9
LLLST027	Cry2Aa9
LLLST027	Vip3Aa7
LLLST027	Cry1Aa3
LLLST027	Cry2Ab35
LLLST027	Cry1Ia44
LLLST029	Cry1Ea7
LLLST030	Cry2Aa9
LLLST030	Vip3Aa7
LLLST030	Cry1Aa3
LLLST030	Cry2Ab35
LLLST030	Cry1Ia44
LLLST077	Cry1Ea7
LLLST080	Cry1Ea7
LLLST086	Cry1Ea7
LLLST100	Cry1Ea7
LLLST106	Vip3Aa7
LLLST106	Cry1Aa3
LLLST106	Cry2Ab35
LLLST106	Cry1Ia44
LLLST106	Cry2Aa9
LLLST107	Cry1Ea7
LLLST121	Cry1Ea7
LLLST140	Cry2Aa9
LLLST140	Vip3Aa7
LLLST140	Cry1Aa3
LLLST140	Cry2Ab35
LLLST140	Cry1Ia44
LLLST142	Cry1Ea7
LLLST161	Vip3Aa7
LLLST161	Cry1Aa3
LLLST161	Cry2Ab35
LLLST161	Cry1Ia44
LLLST161	Cry2Aa9
LLLST163	Cyt2Ca1
LLLST163	Vpb1Aa3
LLLST163	Vpb1Ea1
LLLST163	Mpp64Aa1
LLLST163	Mpp64Aa1
LLLST163	Cry8Ma2
LLLST163	Cry8Ma2
LLLST163	Mpp3Aa6
LLLST163	Cry8Ma3
LLLST163	Cry8Ma2
LLLST163	Cry8Ma2
LLLST173	Vip3Aa7
LLLST173	Cry2Ab35
LLLST173	Cry2Aa9
LLLST173	Cry1Ia44
LLLST173	Cry1Aa6
LLLST173	Cry1Ac9
LLLST173	Cry1Aa18
LLLST173	Cry1Ac5
LLLST178	Cry1Ia44
LLLST178	Cry9Ea9
LLLST178	Cry1Ac9
LLLST178	Cry1Aa18
LLLST178	Cry1Ac5
LLLST178	Cry1Aa6
LLLST178	Cry1Da2
LLLST178	Cry1Ca9
LLLST178	Vip3Bc1
LLLST178	Tpp78Ba1
LLLST178	Vip3Aa7
LLLST178	Cry2Ab35
LLLST185	Cry1Ea7
LLLST187	Vip3Aa7
LLLST187	Cry1Aa3
LLLST187	Cry2Ab35
LLLST187	Cry1Ia44
LLLST187	Cry2Aa9
LLLST200	Vip3Aa7
LLLST200	Cry2Ab35
LLLST200	Cry1Ea7
LLLST200	Cry1Ia44
LLLST200	Cry9Ea9
LLLST200	Cry1Ac9
LLLST200	Cry1Aa18
LLLST200	Vip3Bc1
LLLST200	Cry1Da2
LLLST200	Cry1Ca9
LLLST200	Cry1Gc1
LLLST200	Cry1Aa24
LLLST200	Cry1Aa6
LLLST200	Tpp78Ba1
LLLST202	Cry1Ea7
LLLST213	Cry1Ea7
LLLST242	Cry2Aa9
LLLST242	Vip3Aa7
LLLST242	Cry1Aa3
LLLST242	Cry2Ab35
LLLST242	Cry1Ia44
LLLST243	Cry1Ea7
LLLST252	Vip3Aa7
LLLST252	Cry1Aa3
LLLST252	Cry2Ab35
LLLST252	Cry1Ia44
LLLST252	Cry2Aa9
LLLST254	Vpa2Ba2
LLLST254	Xpp37Aa1
LLLST254	Mpp23Aa1
LLLST254	Cry3Aa7
LLLST254	Vpa2Ba2
LLLST254	Vpb1Da1
LLLST254	Vpa2Ab1
LLLST254	Vpb1Ab1
LLLST254	Vpa2Bb4
LLLST254	Vpb1Ad1
LLLST254	Mpp5Ab1
LLLST261	Cry2Aa9
LLLST261	Vip3Aa7
LLLST261	Cry1Aa3
LLLST261	Cry2Ab35
LLLST261	Cry1Ia44
LLLST266	Vip3Aa7
LLLST266	Cry1Aa3
LLLST266	Cry2Ab35
LLLST266	Cry1Ia44
LLLST266	Cry2Aa9
LLLST268	Vip3Aa7
LLLST268	Cry1Aa3
LLLST268	Cry2Ab35
LLLST268	Cry1Ia44
LLLST268	Cry2Aa9
LLLST288	Cry2Aa9
LLLST288	Vip3Aa7
LLLST288	Cry1Aa3
LLLST288	Cry2Ab35
LLLST288	Cry1Ia44
LLLST292	Vip3Aa7
LLLST292	Cry1Aa3
LLLST292	Cry2Ab35
LLLST292	Cry1Ia44
LLLST292	Cry2Aa9
LLLST304	Cry1Ea7
LLLST338	Cry1Ia44
LLLST338	Cry9Ea9
LLLST338	Cry1Ac9
LLLST338	Cry1Aa18
LLLST338	Cry1Aa17
LLLST338	Cry1Aa6
LLLST338	Tpp78Ba1
LLLST338	Cry1Da2
LLLST338	Cry1Ca9
LLLST338	Vip3Bc1
LLLST338	Vip3Aa7
LLLST338	Cry2Ab35
XYYDT379	Cry2Aa9
XYYDT379	Vip3Aa7
XYYDT379	Cry1Aa3
XYYDT379	Cry2Ab35
XYYDT379	Cry1Ia44
XYYDT405	Vip3Aa7
XYYDT405	Cry1Aa3
XYYDT405	Cry2Ab35
XYYDT405	Cry1Ia44
XYYDT405	Cry2Aa9
XYYDT417	Cry2Aa9
XYYDT417	Vip3Aa7
XYYDT417	Cry1Aa3
XYYDT417	Cry2Ab35
XYYDT417	Cry1Ia44
XYYST004	Vip3Aa7
XYYST004	Cry1Aa3
XYYST004	Cry2Ab35
XYYST004	Cry1Ia44
XYYST004	Cry2Aa9
XYYST013	Cry2Aa9
XYYST013	Vip3Aa7
XYYST013	Cry1Aa3
XYYST013	Cry2Ab35
XYYST013	Cry1Ia44
XYYST060	Cry1Ia44
XYYST060	Cry9Ea9
XYYST060	Cry1Ac9
XYYST060	Cry1Aa18
XYYST060	Cry1Aa17
XYYST060	Cry1Da2
XYYST060	Cry1Ca9
XYYST060	Vip3Bc1
XYYST060	Cry1Aa6
XYYST060	Tpp78Ba1
XYYST060	Vip3Aa7
XYYST060	Cry2Ab35
XYYST083	Cry1Ea7
XYYST154	Vip3Aa7
XYYST154	Cry1Aa3
XYYST154	Cry2Ab35
XYYST154	Cry1Ia44
XYYST154	Cry2Aa9
XYYST159	Vip3Aa7
XYYST159	Cry1Aa3
XYYST159	Cry2Ab35
XYYST159	Cry1Ia44
XYYST159	Cry2Aa9
XYYST176	Vip3Aa7
XYYST176	Cry1Aa3
XYYST176	Cry2Ab35
XYYST176	Cry1Ia44
XYYST176	Cry2Aa9
XYYST180	Cry1Ea7
XYYT130	Cry1Ia44
XYYT130	Cry9Ea9
XYYT130	Cry1Ac9
XYYT130	Cry1Aa18
XYYT130	Cry1Ac5
XYYT130	Cry1Aa6
XYYT130	Cry1Da2
XYYT130	Cry1Ca9
XYYT130	Vip3Bc1
XYYT130	Tpp78Ba1
XYYT130	Vip3Aa7
XYYT130	Cry2Ab35
XYYT316	Cry1Ea7
XYYT322	Vip3Aa7
XYYT322	Cry1Aa3
XYYT322	Cry2Ab35
XYYT322	Cry1Ia44
XYYT322	Cry2Aa9
XYYT406	Vip2Ah1
XYYT406	Vpb4Ca1
20160719YYYH1	Tpp80Ab1
20160719YYYH1	Vpb4Ca1
20160719YYYH1	Tpp80Ab1
20160719YYYH1	Xpp22Ba1
20160719YYYH1	Vpb4Ca1
20160719YYYH1	App4Aa1
20160719YYYH1	Cry2Aa11
20160719YYYH1	Vpb4Ca1
20160719YYYH1	App4Aa1
20160719YYYH1	Tpp78Aa1
20160719YYYH1	Cry30Aa1
20160719YYYH1	Cry4Da1
20160719YYYH1	Vpb4Ca1
20160719YYYH1	Cyt1Ab1
20160721YYYH2	Tpp78Aa1
20160721YYYH2	Mpp46Ab1
20160722XBBH1	Vpa2Ba2
20160722XBBH1	Mpp51Aa1
20160722XBBH1	Xpp22Bb1
20160722XBBH1	Xpp22Bb1
20160722XBBH1	Tpp78Ba1
20160722XBBH1	Cry2Aa9
20160722XBBH1	Tpp80Ab1
20160722XBBH1	Vpb4Ca1
20160722XBBH1	Vpb4Ca1
20160722XBBH1	Vip3Aa7
20160722XBBH1	Cry2Ab35
20160722XBBH1	Tpp80Aa1
20160722XBBH1	Cry1Aa6
20160722XBBH1	Cry1Ac9
20160722XBBH1	Cry1Aa18
20160722XBBH1	Cry1Ac5
20160722XBBH1	App4Aa1
20160722XBBH1	Cry59Aa1
20160722XBBH1	Cry59Aa1
20160722XBBH1	Cry4Cb2
20160722XBBH1	Cry54Aa1
20160722XBBH1	Cry4Ba5
20160722XBBH1	Vpb4Ca1
20160722XBBH1	Vpb4Ca1
20160722XBBH1	Mpp46Ab1
20160722XBBH1	Cry54Ba2
20160722XBBH1	Cry52Ca1
20160722XBBH1	Cry2Ae1
20160722XBBH1	Cry4Da1
20160722XBBH1	Cry4Cb2
20160722XBBH1	Cry72Aa1
20160722XBBH1	Cry52Ca1
20160722XBBH1	Cry4Ca2
20160722XBBH1	Cry4Da1
20160722XBBH1	Cry1Ia44
20160723LQRH1	Cry30Aa1
20160723LQRH1	Cry4Da1
20160723LQRH1	App6Ba1
20160723LQRH1	Cry1Ac9
20160723LQRH1	Mpp51Aa1
20160723LQRH1	Tpp80Aa1
20160723LQRH1	Tpp80Aa1
20160723LQRH1	Tpp80Ab1
20160723LQRH1	Tpp78Ba1
20160723LQRH1	Cry29Aa1
20160723LQRH1	Vpb4Ca1
20160723LQRH1	Vpb4Ca1
20160723LQRH1	App4Aa1
20160723LQRH1	Vpb4Ca1
20160723LQRH1	Mpp46Ab1
20160723YYH1	App4Aa1
20160723YYH1	Cry1Ia44
20160723YYH1	Cry2Aa9
20160723YYH1	Vip3Aa7
20160723YYH1	Cry2Ab35
20160723YYH1	Cry29Aa1
20160723YYH1	Cry1Ac40
20160723YYH1	Cry1Ac5
20160723YYH1	Cry1Ac4
20160723YYH1	Cry1Aa18
20160723YYH1	Mpp46Ab1
20160723YYH1	Cyt2Aa3
20160723YYH1	Cyt2Ca1
20160723YYH1	Cyt2Bc1
20160723YYH1	Cyt2Aa4
20160723YYH1	Vpb4Ca1
20160723YYH1	Cry30Aa1
20160723YYH1	Cry4Da1
20160723YYH1	Vpb4Ca1
20160723YYH1	Tpp80Ab1
20160723YYH1	Mpp51Aa1
20160723YYYH3	Cry3Aa7
20160723YYYH3	Vpa2Ba2
20160723YYYH3	Xpp37Aa1
20160723YYYH3	Mpp23Aa1
20160723YYYH3	Vpa2Ab1
20160723YYYH3	Vpb1Ab1
20160723YYYH3	Vpa2Bb4
20160723YYYH3	Vpb1Ad1
20160723YYYH3	Tpp78Aa1
20160723YYYH3	Mpp5Ab1
20160723YYYH3	Cry1Ac9
20160723YYYH3	Vpb4Ca1
20160723YYYH3	Tpp80Ab1
20160723YYYH3	Vpa2Ba2
20160723YYYH3	Vpb1Da1
20160723YYYH3	Mpp51Aa1
20160723YYYH3	Cry29Aa1
20160723YYYH3	Cry30Aa1
20160723YYYH3	Cry4Da1
20160723YYYH3	Vpb4Ca1
20160723YYYH3	Vpb1Ba2
20160723YYYH3	Vpb4Aa2
20160723YYYH3	Mpp46Ab1
20160723ZSRH1	Vpb4Ca1
20160723ZSRH1	Vip3Aa7
20160723ZSRH1	Cry2Ab35
20160723ZSRH1	Cry21Ca1
20160723ZSRH1	Vpb4Aa2
20160723ZSRH1	Cry1Aa6
20160723ZSRH1	Cry1Ac9
20160723ZSRH1	Cry1Aa18
20160723ZSRH1	Cry1Ac5
20160723ZSRH1	Cry1Ia44
20160723ZSRH1	Cry2Aa9
20160723ZSRH1	Cry30Aa1
20160723ZSRH1	Cry4Da1
20160723ZSRH1	Vpb4Ca1
20160723ZSRH1	Cry70Aa1
20160723ZSRH1	Mpp46Ab1
20160723ZSRH1	Vpa2Ba1
20160723ZSRH1	Vpb4Aa1
20160724YYFH1	Mpp46Ab1
20160724YYFH1	Cry29Aa1
20160724YYFH1	Mpp46Ab1
20160724YYFH1	Cry21Ca1
20160724YYFH1	Vpb4Ca1
20160724YYFH1	Vpb4Aa2
20160724YYFH1	Cry13Aa2
20160724YYFH1	App6Ba1
20160724YYFH1	Vpb4Ca1
20160724YYFH1	Mpp51Aa1
20160724YYFH1	Cry30Aa1
20160724YYFH1	Cry4Da1
20160724YYFH1	Cry5Ba1
20160725YYH2	Cry1Ia44
20160725YYH2	Cry9Ea9
20160725YYH2	Mpp51Aa1
20160725YYH2	Cry2Aa9
20160725YYH2	Tpp78Ba1
20160725YYH2	Vpb4Ca1
20160725YYH2	Cry1Ac9
20160725YYH2	Vip3Aa7
20160725YYH2	Cry2Ab35
20160725YYH2	Cry29Aa1
20160725YYH2	Cry1Da2
20160725YYH2	Cry1Ca9
20160725YYH2	Cry40Ba1
20160725YYH2	Vip3Bc1
20160725YYH2	Cry1Da2
20160725YYH2	Tpp80Aa1
20160725YYH2	Cry4Cb3
20160725YYH2	Cry50Ba2
20160725YYH2	Cry4Ca1
20160725YYH2	Mpp46Ab1
20160725YYH2	Cry1Aa6
20160725YYH2	Cry1Aa18
20160725YYH2	Cry70Bb1
20160725YYH2	Cry70Bb1
20160725YYH2	Cry70Bb1
20160725YYH2	Cry30Aa1
20160725YYH2	Cry4Da1
20160725YYH2	Tpp80Ab1
20160725YYH2	Vpb4Ca1
20160725YYH2	App4Aa1
20160725YYH2	Cry30Ba1
20160725YYH2	Cry59Aa1
20160725YYH2	Cry4Ca1
20160728XBBH3	Mpp4Aa1
20160728XBBH3	Vpa2Ac2
20160728XBBH3	Vpb4Ca1
20160728XBBH3	Vpb1Ca1
20160728XBBH3	Cry70Aa1
20160728XBBH3	Vpb4Ca1
20160728XBBH3	Mpp46Ab1
20160728XBBH3	Cry21Ca1
20160728XBBH3	Vip3Bc1
20160728XBBH3	Tpp80Ab1
20160728XBBH3	Cry13Aa2
20160728XBBH3	Vpb1Ba1
20160728XBBH3	Cry8Aa1
20160728XBBH3	Tpp78Aa1
20160728XBBH3	App4Aa1
20160728XBBH3	Cry11Ba1
20160728XBBH3	Tpp80Ab1
20160728XBBH3	Cry1Ab24
20160728XBBH3	Cry1Hb2
20160728XBBH3	Cry1Bb1
20160728XBBH3	Cry1Da3
20160728XBBH3	Cry1Id2
20160728XBBH3	Cry1Nb1
20160728XBBH3	Cry1Ja2
20160728XBBH3	Vpb4Aa1
20160728XBBH3	Cyt2Ca1
20160728XBBH3	Vip3Af3
20160728XBBH3	Cry1Aj1
20160728XBBH3	Cry2Ad1
20160728XBBH3	Cry13Aa2
20160729HGQH2	Xpp22Ba1
20160729HGQH2	Mpp51Aa1
20160729HGQH2	App4Aa1
20160729HGQH2	Vpb4Ca1
20160729LQRH2	Mpp4Aa1
20160729LQRH2	Mpp4Aa1
20160729LQRH2	App6Ba1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Mpp75Aa1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpb4Ca1
20160729LQRH2	Vpa2Bb4
20160729LQRH2	Cry30Aa1
20160729LQRH2	Cry4Da1
20160729LQRH2	Mpp4Aa1
20160730YYFH2	Mpp51Aa1
20160730YYFH2	Cry29Aa1
20160730YYFH2	Vpb4Ca1
20160730YYFH2	Cry30Aa1
20160730YYFH2	Cry4Da1
20160730YYFH2	Cry11Ba1
20160730YYFH2	Vpb4Aa2
20160730YYFH2	Cry1Hb2
20160730YYFH2	Cry1Bb1
20160730YYFH2	Cry1Ab24
20160730YYFH2	Cry5Ba1
20160730YYFH2	Vpb4Ca1
20160730YYFH2	Tpp78Aa1
20160801YYYH4	Mpp51Aa1
20160801YYYH4	Tpp80Ab1
20160801YYYH4	Cry29Aa1
20160801YYYH4	Tpp78Aa1
20160801YYYH4	Vpb4Ca1
20160801YYYH4	Cry21Ca2
20160801YYYH4	Cry30Aa1
20160801YYYH4	Cry4Da1
20160801YYYH4	Cry1Ac9
20160801YYYH5	Cry1Ac9
20160801YYYH5	Mpp51Aa1
20160801YYYH5	Cry29Aa1
20160801YYYH5	Cry30Aa1
20160801YYYH5	Cry4Da1
20160801YYYH5	Tpp78Aa1
20160801YYYH5	Cry1Gc1
20160805HGQH4	App4Aa1
20160805HGQH4	Cry66Aa2
20160805HGQH4	Cry32Ca1
